"jt_raceCount_before3=>history:11, today:9",2019-02-28 13:56:46
"score=>history:1557, today:1537",2019-02-28 13:56:46
"actual_wt=>history:131, today:133",2019-02-28 13:56:46
"horse_star_3_curRace=>history:3, today:2",2019-02-28 13:56:46
"horse_total_curRace=>history:34, today:25",2019-02-28 13:56:46
"horse_star_3_allRace=>history:3, today:2",2019-02-28 13:56:46
"horse_total_allRace=>history:35, today:25",2019-02-28 13:56:46
"going=>history:GOODTOFIRM, today:GOOD TO FIRM",2019-02-28 13:56:46
"race_speed=>history:17.1208, today:17.1154",2019-02-28 13:56:46
"dis_avesr_horse=>history:17.0612, today:17.0565",2019-02-28 13:56:46
"go_aversr=>history:16.7576, today:16.6818",2019-02-28 13:56:46
"go_aversr_horse=>history:16.9518, today:17.0506",2019-02-28 13:56:46
"act_delta=>history:-2, today:0",2019-02-28 13:56:46
"ht_raceCount=>history:2, today:1",2019-02-28 13:56:46
"jt_raceCount=>history:742, today:538",2019-02-28 13:56:46
"jt_raceCount_before3=>history:140, today:100",2019-02-28 13:56:46
"score=>history:1321, today:1369",2019-02-28 13:56:46
"horse_star_1_curRace=>history:3, today:1",2019-02-28 13:56:46
